色選択,イン点,アウト点,スピーカーネーム,スピーカーAの文字起こし,スピーカーBの文字起こし,AやB以外
,01:49:43:22,01:50:03:02,吉田,そういう始まり。 は意地悪な見方をすると、大日本帝国憲法が日本国憲法に変わり、教育勅語が9条に変わりっていう言い方は、やはり意地悪な言い方ですけどね、見えなくはないですよね。,,
Gray,01:50:03:04,01:50:50:21,山本,,ですよね。 他方で、それを勝ちとるというよりは、日本の場合はそうですね、45年から50年代、60年ぐらいまでですかね、その現状の戦後民主主義が変わっていくことに対して、なんとか止めようという社会運動の流れがあって、その過程で勝ち取るとは言わないんだけど、守りとるというかね、その過程でなんとかこう、いわゆる内に行くかしようとした涙ぐましい努力が。 たというのはも歴史に属しますけどね。 それがうまくいったのかどうかっていうと、またそれは議論の分かれるところなんですけど。,
,01:50:50:23,01:51:28:05,吉田,60年代、70年代にヨーロッパでもやっぱり学生運動、労働運動、華やか若い頃で、やっぱり戦後生まれの人たちがやっぱり20代になって大人になってそういったムーブメントを作っていくわけですけど、こう比較すると、それでも日本をやっぱり70年代で作った遺産というのはある程度ある程度残っているとは思うんですけど、他のやっぱりアメリカと比べても、ヨーロッパと西ヨーロッパと比べても、やっぱりその70年代、いわゆる団塊の世代の人達ですね、残したレガシーは相対的に少ないように見えるんですよ。 やっぱり他の欧米から見ると。 それはなぜなんですかね。 これ僕の長年の熱は疑問。 他の欧米から見るとなぜなんですか、これ僕の長年のですが。,,
Gray,01:51:28:07,01:52:49:09,山本,,私が思うのは、やっぱり日本が別に特殊だとまでは思わないんだけれど、その70年代のオイルショック以降も安定的に経済成長できてしまったっていうところが非常に大きいっていうふうに思うんですよね。 だから新自由主義への対応も遅れるし、いろんなところもありますけども、少なくとも74年からバブル崩壊まで、さらに10何年間も安定的に成長しちゃった。 ジャパンアズナンバーワンって本気で思えた。 それってやっぱり団塊の世代の人たちが就職してからのことなんですよね。 しっかり企業社会に入って、うん、別に今までの感性でええやんと、日本のやり方でええやんというところがあって、その辺のズレ、当時の日本にとってはまだ成長できるっていうんでよかったのかもしれないけど、その辺が現代への向き合い方の、もしかしたら遅れとかズレにつながってる可能性ってあるかもわからんなと思って思ってるところですね。 だから成長の中でしか安定できひんって思える期間が長かった。 むちゃくちゃ55年からね、1955年から90年までってなったらね。 それがちょうど自民党にも重なるけどってなると、うん。,
Gray,01:52:49:09,01:53:20:21,吉田,なるほどなるほど。 符合的ですね。 例えばヨーロッパでいわゆる右派ポピュリスト政党が出てきて勢いを増したのって、やっぱりリーマンショックの後なんですね。 ユーロ危機の後なんですよね。 それでで言うと、日本は相対的にまだリーマンショックのダメージって少なかったので、やっぱりワンテンポ遅れて右派ポピュリスト政党なものが今出てきているっていう、ちょっとこう、やはり欧米から10年ぐらいちょっとずれるっていうところがね、一つパターンとして言えるかもしれないですね。,,
,01:53:20:23,01:53:30:08,大津留,,,のパターンとしてちょっとずれて、どうして誰かがクッションになって、そのズレを生じさせてたのか、何らかの仕組みがそれを、これもちろん。
Gray,01:53:30:10,01:54:15:10,吉田,は、これも持論なんですけど、やっぱり日本って相対的にグローバル化の程度が低いと思うんですよ。 経済的グローバリズムにおいても、例えば株式でどれくらい外国人が株式を持っているかっていうシェアを見ると、やっぱり実務の中で低いわけですよ。 それから、移民の問題も当然そうですけれども、他のヨーロッパで言うと10%ぐらい、だいたい移民あるいは移民系と呼ばれている人達ですけど、10%、15%が当たり前になってるわけですね。 日本まで3%ですよね。 だから、そういった意味では、やっぱりグローバル化の波の中で相対的に出遅れっていうのは。 で、それは明治の時からそうですよねって話だとは思うんですけど、そういう世界史的な日本の地位っていうのがやっぱりそうさせてるんじゃ。,,
Gray,01:54:15:12,01:54:24:18,山本,,ちょっと遅れるっていうところですよね。 だからそうそう、近代化も追いつけ追い越せやけど、ちょっと沈んでいくのも追いつけ。 ところもあるのかもしれません。 ほんとそうですけど。 あった。,
Gray,01:54:24:22,01:54:31:17,大津留,,,でも、遅れたからこそ、周りを見ててっていう風に、前もってね、何かできる余裕があっ。 の2。
Gray,01:54:31:19,01:54:57:22,吉田,んです。 そうなんですよ。 だから西遅れのトップランナーみたいなね、地位にあるのは確かなんですよ。 なので、やっぱりそれは我々の代わりに何かグローバル化の実験をしてくれてる国があるので、そこからいかに学べるかっていうところは、その立ち位置はやっぱり戦後になっても日本と変わらないのかなという印象は持ちます。,,
,01:54:58:00,01:55:07:15,山本,,変わらない気がするな。 先に失敗してくださってるんだったら、それを活かしてということになかなかなりにくいというところはあるね。,
,01:55:07:21,01:55:20:08,大津留,,,何か逆にちょっと日本違うからそうはならないって思ってるとことかあるんですかね。 そうそう、他の国は失敗してるけど、でも日本はちょっと違うから大丈夫じゃないかみたいな、こう日本特異論みたいな。 言い出した。 でも何か対岸の火事を見てれば。
,01:55:20:10,01:55:32:12,吉田,ごめんなさい。 そういう反応も一般的にはありますかね。 あれはやっぱり海の向こうの話だみたいな感じで、やっぱり対岸の火事っていう風に見なしちゃうっていうことはあって、そうなるともっと深刻なのは、でもそれこそ150年前からやっぱり脱亜入欧で、モデルがやっぱりあったわけですよね。,,
,01:55:32:13,01:55:36:00,大津留,,,何か対岸の火事を見て。
Iris,01:55:36:02,01:56:22:16,吉田,それはもう多分にHR召されたモデルなんだけれども、一応モデルというのがあって、それに日本はアダプトしようっていう風に向かってきたんですけど、今逆に失敗出てるんですよね。 モデルになっちゃって。 そうすると日本っていうのはどういう風にある種方向性みたいな、あるいは体系性みたいなものを獲得したらいいんだろうかっていうことを考えなきゃいけないようになったのが、やっぱり21世紀になってなのかなという気がしますね。 そういった意味で、ものすごくこの国の立ち位置みたいなものが変わる可能性は出てくる。 正解がないということで。 そうですよね。,,
,01:56:22:18,01:56:34:12,大津留,,,今、教育も何かもうあるものを学ぶんじゃなくて、自分で考えられるような教育言われますね。 私うで、それも関係しているんですかね。 何かこう自分たちの中から出していかないと、もう真似する外のモデルではないんだよっていう。
,01:56:34:12,01:56:35:08,吉田,世界がなっ。,,
,01:56:35:08,01:56:41:04,大津留,,,ていかないと、もう真似する外のモデルがない。
Iris,01:56:41:06,01:57:26:05,吉田,うん。 だから民主主義ってより重要になると思うんですよ。 もさっきも言いましたが、民主主義って正解を選び取るもので、正解を作っていくプロセスのことを民主主義って言うわけですよね。 一人で考えてても何もそれは変わらないので、そういった意味ではみんなで3人集まれじゃない、集まればじゃないですけど、やっぱり意見を出し合って、ブレインストーミングをして、協調して、共同して、みんなで何かを作り上げる。 その過程で民主主義っていう民主的な社会って生まれると思うので、今こそ逆に民主的な観念じゃない、民主的な態度、民主的な社会っていうのが必要になっている時期はないんじゃないか。,,
,01:57:26:07,01:57:27:17,山本,,本当にその通りだと思うんです。,
,01:57:27:19,01:57:34:23,D,,,んですね。
Iris,01:57:35:00,01:58:03:10,山本,,もうやっぱり追いつけ追い越せの時に、モデルがある時とモデルがなくなって、どうしたらいいんだろうっていう21世紀と、じゃあ何かね、不思議だなと思うんだけど、追いつけ追い越せがあった明治時代の方が、甲論乙駁の議論が、いろんな可能性が出てくるんだけど、本来だったら追いつけ追い越せがなくなって、私心がなくなった方が、いろんな意見が出てきても良さそうなもんだけど、意外とそうじゃないっていうのが。,
Iris,01:58:03:10,01:58:09:03,吉田,ないですよね。,,
Iris,01:58:09:05,01:58:42:17,山本,,ほんまに論じ方がわからんというか、何をしたらいいかわからんというふうに戸惑って、もう10年、20年経ってるっていうところがね。 結局だって新自由主義にしたって、アメリカの真似まねじゃないけど、アメリカ的にやっておけばうまくいくかもしれないねって行かなかったけどいいかもしれないね。 でやってきて、その後のこの10年、22年ってなると、本当はもっと多様に。 議論が出てきてもいいけど、なかなか出てこない。,
Magenta,01:58:42:19,01:58:47:14,D,,,インフレートすると、日本人の。
Magenta,01:58:47:16,01:58:51:16,吉田,貧すれば鈍するっていうのは、本当に日本人のため。 な言葉だとつくづく思いますけど。,,
Magenta,01:58:51:18,01:59:56:18,大津留,,,一つの面白いのが、大学のね、こういう勉強するんですではなくて、君たちが何をするのかっていうので、ちょっと変わったプロジェクト、プログラム、成果ではないんですけど、やってるのが山岡塾っていうのがありまして、山岡舜太郎が学長だった時期がちょうど坂の上の子姉さんっていう、そういう時期だったんですけども、そのキャンパスの中で学んだことで、閉じるのではなくて、社会とこうつないでいこうという学生バージョンのものなんですけども、考えたものを実際にやってみてそれでどうだっ たって考えると、そういう経験をしないと何か考えなきゃって思っても、そこからどう考えていいのか分からないっていうところが、それが私が変わってないので、うまくいってるのかどうか分からないんですけども、いろんな面倒くさいこと手を挙げる学生いるって思ったらいるんですね。 私ね、学んで一生懸命話をみんなで議論をしていて、まさにこう何かを見出すための議論をしてますっていう、そういう経験ってなかなか普通の生活でない。 うまくいってるのかどうか分からないんですけど、そんな面倒くさいことを手を挙げる学生がいると思ったらいるん。
Magenta,01:59:56:19,02:00:14:01,山本,,生活でないのですよ。 そう思います。 なかなかないと思いますね。 だから、だから大学ってとこなんやっていうのを私はよく学生には言うんですけど、説教にしか聞こえないでしょうけどね。 そんなもん、教員が言ったところで自分で示すしかないかなと思ってますけども。,
